,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
4641,Existing Customer,47.0,F,1.0,Graduate,Married,Unknown,Blue,34.0,3.0,2.0,2.0,3112.0,2023.0,0.757,4613.0,86.0,0.593,0.65
4643,Existing Customer,44.0,M,3.0,Graduate,Single,$60K - $80K,Blue,37.0,5.0,2.0,3.0,1682.0,930.0,0.903,3309.0,67.0,1.03,0.5529999999999999
4644,Existing Customer,42.0,F,1.0,High School,Married,Less than $40K,Blue,36.0,5.0,3.0,3.0,2758.0,2017.0,0.883,4119.0,73.0,1.028,0.731
4645,Existing Customer,49.0,F,1.0,High School,Married,Less than $40K,Blue,39.0,5.0,2.0,2.0,1909.0,866.0,0.88,4697.0,83.0,0.8440000000000001,0.45399999999999996
4646,Existing Customer,48.0,M,2.0,High School,Married,$80K - $120K,Blue,44.0,5.0,1.0,2.0,11332.0,1647.0,0.542,4674.0,72.0,0.7140000000000001,0.145
4647,Existing Customer,44.0,M,5.0,Doctorate,Single,$120K +,Blue,31.0,5.0,1.0,2.0,7567.0,2496.0,0.7090000000000001,4076.0,60.0,0.579,0.33
4648,Attrited Customer,42.0,M,4.0,Unknown,Married,$60K - $80K,Blue,36.0,3.0,2.0,2.0,6743.0,1737.0,0.598,1934.0,30.0,0.579,0.258
4650,Attrited Customer,42.0,F,3.0,Doctorate,Single,Less than $40K,Blue,30.0,2.0,3.0,3.0,1438.3,0.0,0.373,1693.0,37.0,0.423,0.0
4651,Existing Customer,43.0,M,4.0,Unknown,Married,$80K - $120K,Blue,38.0,5.0,1.0,2.0,2510.0,1508.0,0.728,3623.0,63.0,0.853,0.601
4652,Existing Customer,50.0,F,3.0,Uneducated,Unknown,Less than $40K,Blue,43.0,6.0,2.0,1.0,3199.0,2517.0,0.6990000000000001,4483.0,87.0,0.7759999999999999,0.787
4653,Existing Customer,35.0,F,1.0,High School,Married,Less than $40K,Blue,26.0,4.0,2.0,3.0,1918.0,900.0,0.873,4237.0,76.0,0.9,0.469
4654,Attrited Customer,47.0,M,2.0,High School,Married,$60K - $80K,Blue,39.0,2.0,3.0,1.0,18660.0,728.0,0.40299999999999997,1682.0,43.0,0.303,0.039
4655,Attrited Customer,41.0,M,3.0,Post-Graduate,Unknown,$80K - $120K,Blue,33.0,3.0,2.0,3.0,7591.0,0.0,0.648,2302.0,42.0,0.5,0.0
4656,Existing Customer,43.0,M,2.0,College,Single,$120K +,Blue,37.0,6.0,3.0,1.0,14315.0,1348.0,0.6809999999999999,3694.0,67.0,0.718,0.094
4657,Existing Customer,64.0,F,1.0,High School,Divorced,Unknown,Blue,36.0,3.0,3.0,1.0,18038.0,1184.0,0.8270000000000001,4168.0,64.0,0.6,0.066
4658,Existing Customer,42.0,F,4.0,Graduate,Single,Less than $40K,Blue,34.0,3.0,2.0,3.0,1853.0,0.0,0.846,4544.0,72.0,0.565,0.0
4659,Existing Customer,49.0,M,5.0,Doctorate,Single,$40K - $60K,Blue,43.0,3.0,1.0,1.0,4951.0,2002.0,0.684,4192.0,62.0,0.55,0.40399999999999997
4661,Attrited Customer,51.0,F,0.0,Graduate,Married,Less than $40K,Blue,32.0,4.0,2.0,3.0,1757.0,331.0,0.879,2377.0,47.0,0.516,0.188
4663,Existing Customer,38.0,F,2.0,Unknown,Single,$40K - $60K,Blue,29.0,5.0,3.0,2.0,3276.0,2331.0,0.5670000000000001,4345.0,68.0,0.511,0.7120000000000001
4664,Existing Customer,52.0,M,1.0,Unknown,Married,$120K +,Blue,40.0,4.0,1.0,2.0,3614.0,0.0,0.6709999999999999,4561.0,82.0,0.907,0.0
4665,Existing Customer,47.0,M,4.0,High School,Divorced,$60K - $80K,Blue,36.0,6.0,1.0,3.0,1943.0,1654.0,0.648,3392.0,70.0,0.591,0.851
4666,Attrited Customer,40.0,F,2.0,Post-Graduate,Married,$40K - $60K,Blue,25.0,2.0,2.0,4.0,3795.0,2517.0,0.563,1633.0,32.0,0.778,0.6629999999999999
4667,Existing Customer,43.0,F,3.0,Graduate,Single,Less than $40K,Blue,30.0,3.0,3.0,1.0,4075.0,2189.0,0.695,3956.0,71.0,0.732,0.537
4668,Attrited Customer,48.0,F,1.0,Graduate,Single,Less than $40K,Blue,41.0,6.0,2.0,4.0,3001.0,482.0,0.8140000000000001,2403.0,42.0,0.615,0.161
4669,Existing Customer,47.0,M,4.0,Unknown,Unknown,Less than $40K,Blue,37.0,6.0,3.0,3.0,5726.0,834.0,0.569,2311.0,58.0,0.48700000000000004,0.146
4670,Existing Customer,54.0,F,3.0,Graduate,Single,Less than $40K,Blue,44.0,3.0,2.0,3.0,2077.0,1634.0,0.7709999999999999,4292.0,66.0,0.833,0.787
4671,Existing Customer,41.0,F,2.0,Graduate,Married,Less than $40K,Blue,30.0,6.0,2.0,4.0,2157.0,721.0,0.769,4250.0,85.0,0.889,0.33399999999999996
4672,Existing Customer,40.0,F,3.0,College,Unknown,$40K - $60K,Blue,20.0,6.0,2.0,2.0,2037.0,1349.0,0.743,4574.0,84.0,0.7140000000000001,0.662
4673,Existing Customer,33.0,M,2.0,Doctorate,Single,$120K +,Blue,23.0,5.0,1.0,1.0,14914.0,1102.0,0.823,4478.0,87.0,0.6729999999999999,0.07400000000000001
4674,Existing Customer,47.0,F,2.0,High School,Single,Less than $40K,Blue,39.0,5.0,3.0,2.0,1580.0,620.0,0.746,4384.0,70.0,0.522,0.392
4675,Existing Customer,46.0,M,3.0,College,Married,$60K - $80K,Blue,38.0,5.0,3.0,4.0,15483.0,1719.0,0.6859999999999999,4678.0,80.0,0.509,0.111
4676,Attrited Customer,44.0,F,2.0,Doctorate,Divorced,Less than $40K,Blue,36.0,1.0,2.0,2.0,1916.0,0.0,1.041,2888.0,39.0,0.444,0.0
4677,Attrited Customer,51.0,M,3.0,Graduate,Single,$80K - $120K,Blue,36.0,6.0,3.0,3.0,3610.0,1554.0,0.501,2216.0,34.0,0.308,0.43
4678,Existing Customer,48.0,F,3.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,2.0,2.0,1667.0,0.0,0.6859999999999999,4385.0,80.0,0.951,0.0
4679,Existing Customer,51.0,F,1.0,High School,Single,Less than $40K,Blue,47.0,4.0,3.0,1.0,1438.3,0.0,0.826,4242.0,70.0,0.45799999999999996,0.0
4680,Attrited Customer,48.0,F,1.0,Graduate,Married,Less than $40K,Blue,42.0,3.0,3.0,2.0,1942.0,860.0,0.708,2522.0,42.0,0.312,0.44299999999999995
4682,Existing Customer,50.0,F,4.0,College,Married,Unknown,Blue,36.0,4.0,2.0,2.0,6465.0,1863.0,0.39899999999999997,4490.0,68.0,0.789,0.28800000000000003
4683,Existing Customer,35.0,M,2.0,High School,Unknown,$40K - $60K,Blue,19.0,4.0,3.0,3.0,8599.0,938.0,0.537,3015.0,64.0,0.73,0.109
4684,Existing Customer,35.0,F,4.0,Graduate,Single,Less than $40K,Blue,22.0,6.0,3.0,3.0,1438.3,0.0,0.512,3427.0,64.0,0.8290000000000001,0.0
4685,Existing Customer,51.0,F,1.0,Graduate,Single,Less than $40K,Blue,37.0,4.0,3.0,4.0,4402.0,697.0,0.7,3325.0,76.0,0.652,0.158
4686,Existing Customer,50.0,M,0.0,Unknown,Divorced,$60K - $80K,Blue,36.0,3.0,3.0,2.0,5444.0,2499.0,0.46799999999999997,4509.0,80.0,0.667,0.45899999999999996
4687,Existing Customer,50.0,F,2.0,High School,Married,Less than $40K,Blue,36.0,6.0,2.0,1.0,1438.3,0.0,0.909,4697.0,82.0,0.907,0.0
4688,Attrited Customer,54.0,F,1.0,Unknown,Married,Less than $40K,Blue,40.0,1.0,1.0,4.0,1438.3,0.0,0.43,1632.0,36.0,0.44,0.0
4690,Existing Customer,31.0,F,0.0,Post-Graduate,Single,Less than $40K,Blue,19.0,6.0,3.0,1.0,2766.0,1731.0,0.569,3959.0,71.0,0.732,0.626
4692,Existing Customer,45.0,F,2.0,Post-Graduate,Single,Unknown,Blue,37.0,3.0,3.0,4.0,2707.0,1796.0,0.597,4077.0,70.0,1.0590000000000002,0.6629999999999999
4693,Attrited Customer,45.0,F,4.0,Graduate,Unknown,Less than $40K,Blue,33.0,1.0,3.0,2.0,1748.0,1103.0,0.7390000000000001,2335.0,41.0,0.708,0.631
4694,Existing Customer,45.0,F,3.0,High School,Single,$40K - $60K,Blue,26.0,3.0,2.0,4.0,4034.0,1867.0,0.6559999999999999,3718.0,72.0,0.7559999999999999,0.46299999999999997
4696,Attrited Customer,51.0,M,2.0,High School,Married,$80K - $120K,Blue,41.0,5.0,2.0,3.0,14902.0,0.0,0.312,2038.0,39.0,0.625,0.0
4697,Existing Customer,38.0,F,2.0,Uneducated,Single,$40K - $60K,Blue,31.0,5.0,2.0,2.0,12228.0,2137.0,0.5529999999999999,3831.0,68.0,0.511,0.175
4698,Existing Customer,55.0,F,2.0,Graduate,Single,Less than $40K,Blue,42.0,4.0,3.0,3.0,1724.0,0.0,0.9359999999999999,4434.0,67.0,0.8109999999999999,0.0
4699,Attrited Customer,47.0,F,3.0,Graduate,Single,Less than $40K,Blue,39.0,3.0,3.0,3.0,1438.3,0.0,0.502,2476.0,32.0,0.778,0.0
4703,Existing Customer,54.0,M,2.0,Unknown,Single,$120K +,Blue,36.0,5.0,1.0,2.0,19865.0,0.0,0.59,4350.0,83.0,0.7659999999999999,0.0
4704,Existing Customer,42.0,F,5.0,High School,Divorced,Less than $40K,Blue,36.0,5.0,2.0,3.0,2069.0,1288.0,0.81,5668.0,82.0,0.64,0.623
4705,Attrited Customer,35.0,F,1.0,College,Single,Less than $40K,Blue,25.0,2.0,2.0,4.0,2231.0,1791.0,0.82,2576.0,42.0,0.75,0.8029999999999999
4707,Existing Customer,48.0,F,3.0,College,Married,Less than $40K,Blue,36.0,4.0,1.0,2.0,2544.0,0.0,0.759,3593.0,64.0,1.0,0.0
4709,Existing Customer,49.0,F,2.0,Graduate,Unknown,$40K - $60K,Blue,36.0,6.0,3.0,1.0,5370.0,653.0,0.782,4504.0,81.0,0.929,0.122
4711,Attrited Customer,53.0,F,3.0,College,Married,Less than $40K,Blue,43.0,3.0,2.0,2.0,3573.0,0.0,0.8420000000000001,2562.0,36.0,0.44,0.0
4712,Existing Customer,51.0,M,2.0,Graduate,Divorced,$60K - $80K,Blue,41.0,4.0,3.0,1.0,1959.0,0.0,0.45399999999999996,3737.0,71.0,0.614,0.0
4713,Existing Customer,59.0,F,0.0,Graduate,Married,Less than $40K,Blue,48.0,3.0,3.0,4.0,1661.0,0.0,0.672,4338.0,77.0,0.925,0.0
4714,Existing Customer,39.0,F,3.0,Uneducated,Single,Unknown,Blue,27.0,6.0,2.0,1.0,5363.0,0.0,0.67,4121.0,78.0,0.625,0.0
4716,Existing Customer,47.0,M,4.0,High School,Single,$40K - $60K,Silver,32.0,3.0,3.0,4.0,18535.0,1192.0,0.6459999999999999,3780.0,70.0,0.667,0.064
4717,Existing Customer,42.0,M,3.0,High School,Single,Less than $40K,Blue,24.0,4.0,3.0,2.0,2171.0,1415.0,0.773,4992.0,77.0,0.833,0.652
4719,Existing Customer,57.0,F,0.0,Unknown,Married,Less than $40K,Blue,42.0,5.0,1.0,4.0,2376.0,1515.0,0.72,3795.0,71.0,0.614,0.638
4720,Existing Customer,51.0,F,3.0,Uneducated,Married,Less than $40K,Blue,43.0,4.0,3.0,2.0,2882.0,0.0,0.722,4446.0,68.0,0.7440000000000001,0.0
4721,Existing Customer,50.0,F,1.0,Graduate,Single,Less than $40K,Blue,37.0,4.0,3.0,4.0,3277.0,2481.0,0.606,3965.0,59.0,0.8440000000000001,0.757
4722,Existing Customer,47.0,M,2.0,Unknown,Married,$80K - $120K,Blue,36.0,6.0,2.0,1.0,2514.0,1845.0,0.6829999999999999,3696.0,71.0,0.614,0.7340000000000001
4724,Existing Customer,48.0,M,3.0,Post-Graduate,Single,$60K - $80K,Blue,34.0,4.0,3.0,2.0,12391.0,784.0,0.875,4376.0,86.0,0.72,0.063
4725,Existing Customer,47.0,F,2.0,Doctorate,Single,Less than $40K,Blue,37.0,4.0,3.0,2.0,2168.0,1485.0,0.546,3828.0,86.0,0.72,0.685
4726,Existing Customer,42.0,F,3.0,Unknown,Married,Unknown,Blue,31.0,3.0,1.0,4.0,7762.0,1319.0,0.7929999999999999,5153.0,77.0,0.75,0.17
4727,Existing Customer,45.0,F,3.0,Doctorate,Divorced,Unknown,Blue,33.0,6.0,3.0,2.0,12587.0,815.0,0.5760000000000001,3914.0,83.0,0.7659999999999999,0.065
4728,Existing Customer,52.0,M,2.0,Unknown,Married,$60K - $80K,Blue,36.0,6.0,3.0,4.0,14785.0,1088.0,0.961,4354.0,70.0,0.489,0.07400000000000001
4729,Existing Customer,37.0,M,2.0,High School,Single,$60K - $80K,Blue,21.0,5.0,2.0,2.0,3433.0,964.0,0.526,4444.0,87.0,0.642,0.281
4731,Attrited Customer,63.0,M,0.0,Graduate,Single,$60K - $80K,Blue,51.0,3.0,3.0,3.0,11619.0,0.0,0.631,2395.0,49.0,0.361,0.0
4732,Existing Customer,62.0,F,0.0,High School,Single,Less than $40K,Blue,50.0,3.0,3.0,3.0,3989.0,0.0,0.997,4274.0,68.0,0.545,0.0
4733,Attrited Customer,47.0,F,1.0,Unknown,Single,Less than $40K,Blue,37.0,4.0,2.0,1.0,2173.0,596.0,0.81,2738.0,45.0,0.406,0.27399999999999997
4734,Existing Customer,50.0,F,0.0,Graduate,Married,Less than $40K,Blue,43.0,4.0,1.0,2.0,2393.0,1499.0,0.784,4755.0,82.0,0.745,0.626
4735,Attrited Customer,39.0,F,2.0,Graduate,Married,Less than $40K,Blue,29.0,3.0,2.0,2.0,1677.0,0.0,0.8690000000000001,2437.0,41.0,0.708,0.0
4736,Existing Customer,40.0,F,3.0,Uneducated,Single,Less than $40K,Blue,27.0,5.0,4.0,2.0,2035.0,0.0,0.779,4107.0,82.0,0.7829999999999999,0.0
4737,Existing Customer,39.0,M,3.0,College,Single,$120K +,Blue,30.0,4.0,2.0,1.0,8842.0,0.0,0.624,4493.0,79.0,0.7559999999999999,0.0
4738,Existing Customer,42.0,F,2.0,Unknown,Unknown,Less than $40K,Blue,23.0,6.0,3.0,1.0,2483.0,1297.0,0.7440000000000001,3478.0,64.0,0.9390000000000001,0.522
4739,Existing Customer,65.0,M,0.0,Graduate,Single,$40K - $60K,Blue,49.0,3.0,2.0,3.0,13921.0,1201.0,0.556,4351.0,75.0,0.9229999999999999,0.086
4741,Existing Customer,47.0,F,2.0,Post-Graduate,Single,$40K - $60K,Blue,40.0,5.0,3.0,2.0,2623.0,1647.0,0.735,4388.0,83.0,0.804,0.628
4742,Existing Customer,49.0,F,4.0,Unknown,Divorced,Less than $40K,Blue,43.0,5.0,1.0,2.0,3232.0,824.0,0.7959999999999999,3915.0,74.0,0.644,0.255
4743,Attrited Customer,48.0,M,3.0,Graduate,Single,$60K - $80K,Blue,42.0,3.0,2.0,4.0,19075.0,0.0,0.807,2013.0,32.0,0.455,0.0
4746,Existing Customer,45.0,F,3.0,High School,Unknown,Less than $40K,Blue,33.0,5.0,1.0,1.0,6225.0,1596.0,0.826,4129.0,71.0,0.6509999999999999,0.256
4747,Attrited Customer,49.0,F,4.0,Unknown,Single,Unknown,Blue,31.0,6.0,3.0,3.0,2672.0,0.0,1.038,2576.0,39.0,0.5,0.0
4748,Attrited Customer,41.0,F,4.0,Graduate,Divorced,$40K - $60K,Blue,33.0,1.0,3.0,1.0,10360.0,2517.0,0.632,2414.0,28.0,0.273,0.243
4750,Existing Customer,46.0,M,5.0,Uneducated,Single,$60K - $80K,Blue,33.0,4.0,1.0,3.0,3135.0,0.0,0.5720000000000001,4116.0,68.0,0.7,0.0
4751,Existing Customer,42.0,F,3.0,Uneducated,Single,Less than $40K,Blue,22.0,4.0,1.0,4.0,1438.3,860.0,0.7609999999999999,4754.0,79.0,0.8370000000000001,0.598
4752,Existing Customer,41.0,F,4.0,Uneducated,Unknown,Less than $40K,Blue,32.0,4.0,3.0,1.0,3189.0,0.0,0.91,4813.0,86.0,0.755,0.0
4754,Attrited Customer,55.0,M,1.0,Uneducated,Single,$60K - $80K,Blue,48.0,5.0,2.0,2.0,1723.0,0.0,1.038,2574.0,43.0,0.72,0.0
4757,Existing Customer,58.0,F,1.0,Doctorate,Married,Less than $40K,Blue,48.0,4.0,2.0,2.0,1438.3,801.0,0.595,4223.0,60.0,0.579,0.557
4758,Existing Customer,42.0,F,3.0,Uneducated,Divorced,Less than $40K,Blue,38.0,5.0,2.0,2.0,3131.0,849.0,0.992,3108.0,62.0,0.59,0.271
4759,Existing Customer,38.0,F,2.0,Graduate,Single,$40K - $60K,Blue,36.0,6.0,2.0,3.0,2331.0,1709.0,0.851,4417.0,69.0,0.816,0.733
4760,Existing Customer,29.0,F,1.0,Uneducated,Married,Less than $40K,Blue,18.0,3.0,3.0,3.0,1895.0,1146.0,0.685,4333.0,72.0,0.7140000000000001,0.605
4762,Attrited Customer,55.0,F,2.0,Graduate,Single,Less than $40K,Blue,49.0,2.0,1.0,2.0,1583.0,234.0,0.639,2541.0,36.0,0.385,0.14800000000000002
4763,Existing Customer,57.0,F,2.0,High School,Married,Less than $40K,Blue,36.0,4.0,2.0,2.0,1438.3,904.0,0.7609999999999999,3887.0,79.0,0.8370000000000001,0.629
4764,Existing Customer,45.0,F,4.0,Graduate,Single,Less than $40K,Blue,36.0,5.0,3.0,2.0,2072.0,1544.0,0.903,4210.0,64.0,0.9390000000000001,0.745
4765,Existing Customer,47.0,F,1.0,Doctorate,Divorced,Less than $40K,Blue,37.0,6.0,3.0,3.0,2707.0,1367.0,0.794,4646.0,73.0,0.78,0.505
4766,Existing Customer,43.0,F,3.0,High School,Married,Less than $40K,Silver,31.0,3.0,3.0,4.0,13608.0,1190.0,0.5529999999999999,3118.0,76.0,0.767,0.087
4767,Existing Customer,52.0,F,3.0,Unknown,Single,Unknown,Blue,36.0,3.0,1.0,2.0,10273.0,1657.0,0.71,3778.0,70.0,0.591,0.161
4769,Existing Customer,52.0,F,2.0,Graduate,Married,Less than $40K,Blue,39.0,4.0,1.0,3.0,8431.0,1862.0,0.59,2008.0,37.0,0.682,0.221
4770,Existing Customer,61.0,M,0.0,High School,Divorced,$60K - $80K,Blue,51.0,6.0,3.0,4.0,5852.0,1935.0,0.8290000000000001,3689.0,55.0,0.618,0.331
4771,Existing Customer,40.0,F,3.0,Uneducated,Married,Less than $40K,Blue,35.0,5.0,2.0,4.0,3140.0,2183.0,0.58,5109.0,78.0,0.733,0.695
4774,Attrited Customer,36.0,F,1.0,Unknown,Single,Less than $40K,Blue,24.0,2.0,1.0,2.0,1735.0,0.0,0.74,2467.0,35.0,0.34600000000000003,0.0
4775,Existing Customer,51.0,F,3.0,High School,Single,Unknown,Blue,46.0,4.0,1.0,4.0,2286.0,1641.0,0.9470000000000001,4321.0,89.0,0.7120000000000001,0.718
4776,Existing Customer,43.0,F,2.0,Graduate,Married,Less than $40K,Blue,36.0,5.0,2.0,4.0,3589.0,1808.0,0.75,4262.0,70.0,0.667,0.504
4777,Existing Customer,51.0,F,2.0,Unknown,Single,Less than $40K,Blue,39.0,5.0,2.0,4.0,2673.0,1275.0,0.691,4119.0,75.0,1.0270000000000001,0.47700000000000004
4778,Existing Customer,47.0,M,2.0,Unknown,Married,$80K - $120K,Blue,36.0,3.0,1.0,3.0,9437.0,2024.0,0.664,4715.0,78.0,0.696,0.214
4779,Existing Customer,39.0,F,2.0,High School,Single,$40K - $60K,Blue,28.0,3.0,2.0,2.0,2751.0,2258.0,0.634,4386.0,67.0,0.675,0.821
4780,Existing Customer,40.0,M,1.0,High School,Single,$40K - $60K,Blue,28.0,6.0,2.0,1.0,11557.0,1050.0,0.754,4064.0,75.0,0.7859999999999999,0.091
4781,Existing Customer,38.0,F,2.0,High School,Married,Unknown,Blue,27.0,5.0,2.0,1.0,14831.0,1302.0,0.9159999999999999,4467.0,73.0,0.698,0.08800000000000001
4782,Attrited Customer,51.0,F,2.0,Graduate,Single,$40K - $60K,Blue,36.0,3.0,1.0,4.0,1495.0,0.0,0.528,2220.0,50.0,0.562,0.0
4783,Existing Customer,44.0,M,5.0,Unknown,Married,$60K - $80K,Blue,34.0,5.0,3.0,2.0,2791.0,1979.0,0.807,4617.0,70.0,0.628,0.7090000000000001
4785,Existing Customer,47.0,M,5.0,Unknown,Single,$120K +,Blue,39.0,6.0,3.0,1.0,3889.0,1839.0,0.9109999999999999,4423.0,63.0,0.703,0.473
4786,Existing Customer,32.0,F,0.0,Unknown,Single,Unknown,Blue,26.0,6.0,2.0,4.0,14140.0,845.0,0.715,5036.0,76.0,0.6890000000000001,0.06
4787,Existing Customer,53.0,M,3.0,Post-Graduate,Married,$80K - $120K,Blue,47.0,5.0,2.0,1.0,9106.0,975.0,0.588,3863.0,74.0,0.644,0.107
4788,Attrited Customer,40.0,F,3.0,Uneducated,Married,Less than $40K,Blue,34.0,5.0,1.0,2.0,2694.0,0.0,0.872,2684.0,38.0,0.31,0.0
4789,Existing Customer,45.0,M,3.0,Graduate,Divorced,$60K - $80K,Blue,36.0,6.0,3.0,2.0,19629.0,0.0,0.7659999999999999,4073.0,79.0,0.8809999999999999,0.0
4790,Existing Customer,41.0,M,4.0,Graduate,Single,$40K - $60K,Blue,36.0,3.0,1.0,1.0,6507.0,1452.0,0.802,4544.0,89.0,0.8540000000000001,0.223
4791,Attrited Customer,53.0,F,2.0,College,Single,Unknown,Blue,49.0,2.0,2.0,4.0,10195.0,0.0,0.629,2489.0,54.0,0.385,0.0
4792,Existing Customer,44.0,F,5.0,College,Married,Less than $40K,Blue,34.0,4.0,1.0,2.0,2096.0,1711.0,0.746,3692.0,68.0,0.7440000000000001,0.816
4793,Existing Customer,39.0,F,2.0,Graduate,Single,$40K - $60K,Blue,36.0,5.0,1.0,1.0,11314.0,0.0,0.674,3761.0,70.0,0.628,0.0
4794,Existing Customer,50.0,F,1.0,Uneducated,Single,Less than $40K,Blue,37.0,6.0,1.0,1.0,1837.0,665.0,0.8440000000000001,4752.0,88.0,0.66,0.36200000000000004
4795,Attrited Customer,39.0,M,3.0,Unknown,Single,$60K - $80K,Blue,23.0,1.0,2.0,3.0,7821.0,2517.0,0.408,2010.0,43.0,0.344,0.322
4796,Attrited Customer,44.0,F,3.0,Graduate,Married,Less than $40K,Blue,36.0,6.0,3.0,4.0,1984.0,0.0,0.89,2506.0,46.0,0.643,0.0
4798,Existing Customer,63.0,M,0.0,Uneducated,Single,$40K - $60K,Blue,36.0,3.0,3.0,3.0,1970.0,1224.0,0.54,4533.0,65.0,0.625,0.621
4800,Existing Customer,40.0,F,3.0,Graduate,Single,Less than $40K,Blue,29.0,5.0,1.0,4.0,2694.0,1833.0,1.044,3366.0,56.0,1.074,0.68
4801,Existing Customer,48.0,M,3.0,Unknown,Single,$60K - $80K,Blue,40.0,6.0,3.0,3.0,4476.0,0.0,0.6829999999999999,3350.0,67.0,0.634,0.0
4802,Attrited Customer,53.0,F,2.0,Uneducated,Single,$40K - $60K,Blue,47.0,1.0,2.0,3.0,1699.0,0.0,0.602,2520.0,49.0,0.531,0.0
4803,Existing Customer,44.0,F,1.0,Uneducated,Married,Less than $40K,Blue,36.0,3.0,2.0,4.0,1953.0,1762.0,0.743,4590.0,91.0,0.655,0.902
4804,Existing Customer,56.0,F,2.0,Graduate,Unknown,Unknown,Blue,45.0,5.0,1.0,3.0,5264.0,0.0,0.852,4943.0,70.0,0.795,0.0
4805,Attrited Customer,40.0,F,3.0,Uneducated,Single,Unknown,Blue,36.0,3.0,2.0,2.0,3698.0,478.0,0.611,2051.0,31.0,0.632,0.129
4807,Existing Customer,40.0,F,4.0,Unknown,Married,Less than $40K,Blue,28.0,4.0,1.0,1.0,2712.0,0.0,0.835,5207.0,79.0,0.927,0.0
4808,Existing Customer,45.0,F,4.0,High School,Divorced,Less than $40K,Blue,36.0,3.0,1.0,4.0,5486.0,685.0,0.879,2965.0,70.0,0.556,0.125
4810,Existing Customer,52.0,M,3.0,Uneducated,Unknown,$120K +,Blue,45.0,4.0,1.0,2.0,18096.0,2404.0,0.7340000000000001,3880.0,68.0,0.478,0.133
4811,Attrited Customer,59.0,F,2.0,Unknown,Single,Unknown,Blue,45.0,1.0,3.0,3.0,2721.0,1885.0,0.853,2594.0,48.0,0.455,0.693
4812,Existing Customer,49.0,F,2.0,High School,Divorced,Less than $40K,Blue,36.0,6.0,3.0,3.0,2976.0,2257.0,0.75,3837.0,57.0,0.7809999999999999,0.758
4813,Existing Customer,47.0,M,2.0,Graduate,Divorced,$80K - $120K,Blue,40.0,6.0,1.0,3.0,16741.0,1225.0,0.6409999999999999,3608.0,56.0,0.514,0.073
4814,Existing Customer,42.0,F,3.0,Graduate,Divorced,Less than $40K,Blue,36.0,5.0,2.0,3.0,3714.0,2517.0,0.857,4715.0,85.0,0.848,0.6779999999999999
4815,Attrited Customer,41.0,F,5.0,Graduate,Married,Less than $40K,Blue,28.0,6.0,2.0,2.0,6936.0,0.0,0.883,2874.0,44.0,0.63,0.0
4816,Existing Customer,43.0,M,5.0,High School,Married,$120K +,Blue,37.0,4.0,3.0,4.0,11099.0,0.0,0.89,3980.0,77.0,0.75,0.0
4817,Existing Customer,40.0,F,4.0,Graduate,Single,Less than $40K,Gold,20.0,6.0,4.0,3.0,15987.0,1965.0,0.722,4542.0,70.0,0.591,0.12300000000000001
4818,Existing Customer,45.0,F,1.0,High School,Unknown,Less than $40K,Blue,35.0,4.0,4.0,4.0,4406.0,1247.0,1.037,3964.0,76.0,0.8540000000000001,0.28300000000000003
4820,Existing Customer,48.0,F,2.0,Graduate,Married,Unknown,Blue,40.0,3.0,2.0,4.0,5104.0,736.0,0.679,3943.0,78.0,0.696,0.14400000000000002
4821,Attrited Customer,46.0,F,1.0,Uneducated,Single,$40K - $60K,Blue,30.0,3.0,2.0,1.0,7195.0,0.0,1.035,2751.0,47.0,1.136,0.0
4822,Existing Customer,41.0,F,3.0,Doctorate,Married,Less than $40K,Blue,36.0,3.0,1.0,1.0,1956.0,1053.0,0.941,4924.0,70.0,0.795,0.5379999999999999
4823,Existing Customer,38.0,F,3.0,Post-Graduate,Married,Less than $40K,Blue,32.0,4.0,3.0,2.0,3317.0,2517.0,0.862,3772.0,74.0,1.0,0.759
4824,Attrited Customer,45.0,F,0.0,Unknown,Married,$40K - $60K,Blue,30.0,3.0,2.0,4.0,2759.0,0.0,0.535,2061.0,47.0,0.424,0.0
4825,Existing Customer,44.0,F,2.0,Graduate,Married,Unknown,Blue,36.0,3.0,1.0,2.0,6038.0,0.0,0.6659999999999999,4375.0,81.0,0.688,0.0
4826,Existing Customer,35.0,F,2.0,Uneducated,Single,Less than $40K,Blue,36.0,3.0,2.0,1.0,2942.0,2100.0,0.6940000000000001,4548.0,71.0,0.821,0.7140000000000001
4827,Existing Customer,49.0,F,4.0,Graduate,Married,Less than $40K,Blue,39.0,4.0,2.0,3.0,5095.0,0.0,0.7290000000000001,3808.0,89.0,0.508,0.0
4828,Existing Customer,47.0,F,4.0,Graduate,Unknown,Less than $40K,Blue,35.0,4.0,2.0,4.0,1438.3,0.0,0.5710000000000001,3778.0,69.0,0.816,0.0
4829,Existing Customer,48.0,M,3.0,High School,Single,$80K - $120K,Blue,36.0,3.0,3.0,4.0,10111.0,868.0,0.748,4791.0,68.0,0.889,0.086
